id,title,overview,genres,keywords,original_language,release_date,vote_average,vote_count,popularity,runtime,adult,video,genre_list,keyword_list,genres_str,keywords_str,release_year,clean_overview,model_text
100300,빛나는 그림자 너머 300,"제주도의 작은 해안마을을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 13, ""name"": ""음악""}]","[{""id"": 111, ""name"": ""성장""}, {""id"": 101, ""name"": ""가족""}, {""id"": 106, ""name"": ""서울""}, {""id"": 123, ""name"": ""역사""}]",ko,2015-12-24,5.6,5043,31.4,130,False,False,"['애니메이션', '음악']","['성장', '가족', '서울', '역사']",애니메이션 음악,성장 가족 서울 역사,2015,"제주도의 작은 해안마을을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","제주도의 작은 해안마을을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 음악 성장 가족 서울 역사"
100301,흐린 연구소의 비밀 301,"강원도의 산골마을을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 5, ""name"": ""미스터리""}]","[{""id"": 102, ""name"": ""우정""}, {""id"": 115, ""name"": ""요리""}, {""id"": 105, ""name"": ""제주""}, {""id"": 103, ""name"": ""기억""}]",ko,2016-02-12,7.5,5180,31.667,78,False,False,"['코미디', '미스터리']","['우정', '요리', '제주', '기억']",코미디 미스터리,우정 요리 제주 기억,2016,"강원도의 산골마을을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","강원도의 산골마을을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 미스터리 우정 요리 제주 기억"
100302,먼 지도로 가는 길 302,"전주의 한옥마을을 배경으로, 택배 기사가 인공지능이 작성한 의문의 일기를 추적한다. 이 과정에서 기억과 정체성을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 12, ""name"": ""애니메이션""}]","[{""id"": 103, ""name"": ""기억""}, {""id"": 114, ""name"": ""음악""}, {""id"": 124, ""name"": ""시간여행""}, {""id"": 106, ""name"": ""서울""}]",ko,2015-08-29,5.5,5317,26.287,91,False,False,"['범죄', '애니메이션']","['기억', '음악', '시간여행', '서울']",범죄 애니메이션,기억 음악 시간여행 서울,2015,"전주의 한옥마을을 배경으로, 택배 기사가 인공지능이 작성한 의문의 일기를 추적한다. 이 과정에서 기억과 정체성을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","전주의 한옥마을을 배경으로, 택배 기사가 인공지능이 작성한 의문의 일기를 추적한다. 이 과정에서 기억과 정체성을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 애니메이션 기억 음악 시간여행 서울"
100303,작은 강과 우리 303,"가상의 미래 도시을 배경으로, 가족과 멀어진 의사가 우연히 과거의 사건과 연결된 사진을 발견한다. 이 과정에서 우정과 신뢰을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 4, ""name"": ""스릴러""}]","[{""id"": 108, ""name"": ""인공지능""}, {""id"": 118, ""name"": ""미래""}, {""id"": 107, ""name"": ""바다""}, {""id"": 106, ""name"": ""서울""}]",ko,2015-10-18,7.2,5454,28.549,104,False,False,"['애니메이션', '스릴러']","['인공지능', '미래', '바다', '서울']",애니메이션 스릴러,인공지능 미래 바다 서울,2015,"가상의 미래 도시을 배경으로, 가족과 멀어진 의사가 우연히 과거의 사건과 연결된 사진을 발견한다. 이 과정에서 우정과 신뢰을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","가상의 미래 도시을 배경으로, 가족과 멀어진 의사가 우연히 과거의 사건과 연결된 사진을 발견한다. 이 과정에서 우정과 신뢰을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 스릴러 인공지능 미래 바다 서울"
100304,오래된 정거장에게 304,"국경 근처의 작은 역을 배경으로, 고향으로 돌아온 요리사가 가족이 숨겨온 오래된 약속의 의미를 알게 된다. 이 과정에서 가족의 의미을 마주하며 자신의 삶을 다시 바라본다. 코미디와 모험의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 11, ""name"": ""모험""}]","[{""id"": 118, ""name"": ""미래""}, {""id"": 121, ""name"": ""가짜뉴스""}, {""id"": 125, ""name"": ""탐정""}, {""id"": 105, ""name"": ""제주""}]",ko,2015-12-07,5.4,5591,40.522,117,False,False,"['코미디', '모험']","['미래', '가짜뉴스', '탐정', '제주']",코미디 모험,미래 가짜뉴스 탐정 제주,2015,"국경 근처의 작은 역을 배경으로, 고향으로 돌아온 요리사가 가족이 숨겨온 오래된 약속의 의미를 알게 된다. 이 과정에서 가족의 의미을 마주하며 자신의 삶을 다시 바라본다. 코미디와 모험의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","국경 근처의 작은 역을 배경으로, 고향으로 돌아온 요리사가 가족이 숨겨온 오래된 약속의 의미를 알게 된다. 이 과정에서 가족의 의미을 마주하며 자신의 삶을 다시 바라본다. 코미디와 모험의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 모험 미래 가짜뉴스 탐정 제주"
100305,새로운 숲 305,"부산항 인근을 배경으로, 택배 기사가 폐쇄 예정인 공간을 지키기 위한 계획을 세운다. 이 과정에서 상실과 회복을 마주하며 자신의 삶을 다시 바라본다. 범죄와 로맨스의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 3, ""name"": ""로맨스""}]","[{""id"": 116, ""name"": ""학교""}, {""id"": 107, ""name"": ""바다""}, {""id"": 105, ""name"": ""제주""}, {""id"": 125, ""name"": ""탐정""}]",ko,2016-01-26,7.0,5728,39.148,130,False,False,"['범죄', '로맨스']","['학교', '바다', '제주', '탐정']",범죄 로맨스,학교 바다 제주 탐정,2016,"부산항 인근을 배경으로, 택배 기사가 폐쇄 예정인 공간을 지키기 위한 계획을 세운다. 이 과정에서 상실과 회복을 마주하며 자신의 삶을 다시 바라본다. 범죄와 로맨스의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","부산항 인근을 배경으로, 택배 기사가 폐쇄 예정인 공간을 지키기 위한 계획을 세운다. 이 과정에서 상실과 회복을 마주하며 자신의 삶을 다시 바라본다. 범죄와 로맨스의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 로맨스 학교 바다 제주 탐정"
100306,달빛 아래 사진의 끝 306,"인천의 낡은 공단을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 SF의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 10, ""name"": ""SF""}]","[{""id"": 113, ""name"": ""여행""}, {""id"": 104, ""name"": ""미스터리""}, {""id"": 125, ""name"": ""탐정""}, {""id"": 108, ""name"": ""인공지능""}]",ko,2016-03-16,5.1,5865,33.84,78,False,False,"['애니메이션', 'SF']","['여행', '미스터리', '탐정', '인공지능']",애니메이션 SF,여행 미스터리 탐정 인공지능,2016,"인천의 낡은 공단을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 SF의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","인천의 낡은 공단을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 SF의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 SF 여행 미스터리 탐정 인공지능"
100307,바람 속 로봇의 선택 307,"광주의 대학가을 배경으로, 고향으로 돌아온 요리사가 가짜 뉴스로 인해 무너진 관계를 회복하려 한다. 이 과정에서 진실과 거짓을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 5, ""name"": ""미스터리""}]","[{""id"": 112, ""name"": ""사랑""}, {""id"": 115, ""name"": ""요리""}, {""id"": 109, ""name"": ""로봇""}, {""id"": 101, ""name"": ""가족""}]",ko,2016-05-05,6.8,6002,38.197,91,False,False,"['코미디', '미스터리']","['사랑', '요리', '로봇', '가족']",코미디 미스터리,사랑 요리 로봇 가족,2016,"광주의 대학가을 배경으로, 고향으로 돌아온 요리사가 가짜 뉴스로 인해 무너진 관계를 회복하려 한다. 이 과정에서 진실과 거짓을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","광주의 대학가을 배경으로, 고향으로 돌아온 요리사가 가짜 뉴스로 인해 무너진 관계를 회복하려 한다. 이 과정에서 진실과 거짓을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 미스터리 사랑 요리 로봇 가족"
100308,비 오는 날 신호을 기다리며 308,"외딴 섬을 배경으로, 택배 기사가 정체를 알 수 없는 음성 메시지를 매일 받기 시작한다. 이 과정에서 환경과 공존을 마주하며 자신의 삶을 다시 바라본다. 범죄와 판타지의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 9, ""name"": ""판타지""}]","[{""id"": 108, ""name"": ""인공지능""}, {""id"": 105, ""name"": ""제주""}, {""id"": 101, ""name"": ""가족""}, {""id"": 121, ""name"": ""가짜뉴스""}]",ko,2016-06-24,8.6,6139,29.49,104,False,False,"['범죄', '판타지']","['인공지능', '제주', '가족', '가짜뉴스']",범죄 판타지,인공지능 제주 가족 가짜뉴스,2016,"외딴 섬을 배경으로, 택배 기사가 정체를 알 수 없는 음성 메시지를 매일 받기 시작한다. 이 과정에서 환경과 공존을 마주하며 자신의 삶을 다시 바라본다. 범죄와 판타지의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","외딴 섬을 배경으로, 택배 기사가 정체를 알 수 없는 음성 메시지를 매일 받기 시작한다. 이 과정에서 환경과 공존을 마주하며 자신의 삶을 다시 바라본다. 범죄와 판타지의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 판타지 인공지능 제주 가족 가짜뉴스"
100309,제주의 불꽃의 계절 309,"서울의 오래된 골목을 배경으로, 가족과 멀어진 의사가 도시 전체의 전력이 사라진 밤에 중요한 선택을 한다. 이 과정에서 세대 간 갈등을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 드라마의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 1, ""name"": ""드라마""}]","[{""id"": 120, ""name"": ""언론""}, {""id"": 112, ""name"": ""사랑""}, {""id"": 115, ""name"": ""요리""}, {""id"": 117, ""name"": ""범죄""}]",ko,2016-01-09,6.7,6276,27.737,117,False,False,"['애니메이션', '드라마']","['언론', '사랑', '요리', '범죄']",애니메이션 드라마,언론 사랑 요리 범죄,2016,"서울의 오래된 골목을 배경으로, 가족과 멀어진 의사가 도시 전체의 전력이 사라진 밤에 중요한 선택을 한다. 이 과정에서 세대 간 갈등을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 드라마의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","서울의 오래된 골목을 배경으로, 가족과 멀어진 의사가 도시 전체의 전력이 사라진 밤에 중요한 선택을 한다. 이 과정에서 세대 간 갈등을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 드라마의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 드라마 언론 사랑 요리 범죄"
100310,서울의 도서관의 기록 310,"한강변을 배경으로, 고향으로 돌아온 요리사가 하루가 반복되는 이상한 현상을 겪는다. 이 과정에서 사랑과 이별을 마주하며 자신의 삶을 다시 바라본다. 코미디와 가족의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 8, ""name"": ""가족""}]","[{""id"": 114, ""name"": ""음악""}, {""id"": 103, ""name"": ""기억""}, {""id"": 122, ""name"": ""공동체""}, {""id"": 121, ""name"": ""가짜뉴스""}]",ko,2016-02-28,8.3,6413,29.307,130,False,False,"['코미디', '가족']","['음악', '기억', '공동체', '가짜뉴스']",코미디 가족,음악 기억 공동체 가짜뉴스,2016,"한강변을 배경으로, 고향으로 돌아온 요리사가 하루가 반복되는 이상한 현상을 겪는다. 이 과정에서 사랑과 이별을 마주하며 자신의 삶을 다시 바라본다. 코미디와 가족의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","한강변을 배경으로, 고향으로 돌아온 요리사가 하루가 반복되는 이상한 현상을 겪는다. 이 과정에서 사랑과 이별을 마주하며 자신의 삶을 다시 바라본다. 코미디와 가족의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 가족 음악 기억 공동체 가짜뉴스"
100311,부산의 별의 하루 311,"대구의 오래된 극장을 배경으로, 택배 기사가 실종 사건의 단서가 된 노래를 해석하기 시작한다. 이 과정에서 선택과 책임을 마주하며 자신의 삶을 다시 바라본다. 범죄와 다큐멘터리의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 15, ""name"": ""다큐멘터리""}]","[{""id"": 121, ""name"": ""가짜뉴스""}, {""id"": 122, ""name"": ""공동체""}, {""id"": 114, ""name"": ""음악""}, {""id"": 125, ""name"": ""탐정""}]",ko,2016-04-18,6.3,6550,37.342,78,False,False,"['범죄', '다큐멘터리']","['가짜뉴스', '공동체', '음악', '탐정']",범죄 다큐멘터리,가짜뉴스 공동체 음악 탐정,2016,"대구의 오래된 극장을 배경으로, 택배 기사가 실종 사건의 단서가 된 노래를 해석하기 시작한다. 이 과정에서 선택과 책임을 마주하며 자신의 삶을 다시 바라본다. 범죄와 다큐멘터리의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","대구의 오래된 극장을 배경으로, 택배 기사가 실종 사건의 단서가 된 노래를 해석하기 시작한다. 이 과정에서 선택과 책임을 마주하며 자신의 삶을 다시 바라본다. 범죄와 다큐멘터리의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 다큐멘터리 가짜뉴스 공동체 음악 탐정"
100312,한강의 식당에서 만난 사람 312,"달 기지을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 범죄의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 7, ""name"": ""범죄""}]","[{""id"": 104, ""name"": ""미스터리""}, {""id"": 125, ""name"": ""탐정""}, {""id"": 112, ""name"": ""사랑""}, {""id"": 117, ""name"": ""범죄""}]",ko,2016-06-07,8.1,6687,28.687,91,False,False,"['애니메이션', '범죄']","['미스터리', '탐정', '사랑', '범죄']",애니메이션 범죄,미스터리 탐정 사랑 범죄,2016,"달 기지을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 범죄의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","달 기지을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 범죄의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 범죄 미스터리 탐정 사랑 범죄"
100313,새벽의 비행의 밤 313,"제주도의 작은 해안마을을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 역사의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 14, ""name"": ""역사""}]","[{""id"": 121, ""name"": ""가짜뉴스""}, {""id"": 125, ""name"": ""탐정""}, {""id"": 116, ""name"": ""학교""}, {""id"": 120, ""name"": ""언론""}]",ko,2016-07-27,6.2,6824,37.496,104,False,False,"['코미디', '역사']","['가짜뉴스', '탐정', '학교', '언론']",코미디 역사,가짜뉴스 탐정 학교 언론,2016,"제주도의 작은 해안마을을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 역사의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","제주도의 작은 해안마을을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 역사의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 역사 가짜뉴스 탐정 학교 언론"
100314,겨울의 터널의 온도 314,"강원도의 산골마을을 배경으로, 택배 기사가 인공지능이 작성한 의문의 일기를 추적한다. 이 과정에서 기억과 정체성을 마주하며 자신의 삶을 다시 바라본다. 범죄와 액션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 6, ""name"": ""액션""}]","[{""id"": 113, ""name"": ""여행""}, {""id"": 110, ""name"": ""추적""}, {""id"": 107, ""name"": ""바다""}, {""id"": 103, ""name"": ""기억""}]",ko,2016-09-15,7.9,6961,31.897,117,False,False,"['범죄', '액션']","['여행', '추적', '바다', '기억']",범죄 액션,여행 추적 바다 기억,2016,"강원도의 산골마을을 배경으로, 택배 기사가 인공지능이 작성한 의문의 일기를 추적한다. 이 과정에서 기억과 정체성을 마주하며 자신의 삶을 다시 바라본다. 범죄와 액션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","강원도의 산골마을을 배경으로, 택배 기사가 인공지능이 작성한 의문의 일기를 추적한다. 이 과정에서 기억과 정체성을 마주하며 자신의 삶을 다시 바라본다. 범죄와 액션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 액션 여행 추적 바다 기억"
100315,여름의 약속 너머 315,"전주의 한옥마을을 배경으로, 가족과 멀어진 의사가 우연히 과거의 사건과 연결된 사진을 발견한다. 이 과정에서 우정과 신뢰을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 13, ""name"": ""음악""}]","[{""id"": 107, ""name"": ""바다""}, {""id"": 125, ""name"": ""탐정""}, {""id"": 113, ""name"": ""여행""}, {""id"": 116, ""name"": ""학교""}]",ko,2016-11-04,6.0,7098,32.976,130,False,False,"['애니메이션', '음악']","['바다', '탐정', '여행', '학교']",애니메이션 음악,바다 탐정 여행 학교,2016,"전주의 한옥마을을 배경으로, 가족과 멀어진 의사가 우연히 과거의 사건과 연결된 사진을 발견한다. 이 과정에서 우정과 신뢰을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","전주의 한옥마을을 배경으로, 가족과 멀어진 의사가 우연히 과거의 사건과 연결된 사진을 발견한다. 이 과정에서 우정과 신뢰을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 음악 바다 탐정 여행 학교"
100316,봄날의 극장의 비밀 316,"가상의 미래 도시을 배경으로, 고향으로 돌아온 요리사가 가족이 숨겨온 오래된 약속의 의미를 알게 된다. 이 과정에서 가족의 의미을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 5, ""name"": ""미스터리""}]","[{""id"": 106, ""name"": ""서울""}, {""id"": 122, ""name"": ""공동체""}, {""id"": 125, ""name"": ""탐정""}, {""id"": 108, ""name"": ""인공지능""}]",ko,2016-05-21,7.7,7235,39.917,78,False,False,"['코미디', '미스터리']","['서울', '공동체', '탐정', '인공지능']",코미디 미스터리,서울 공동체 탐정 인공지능,2016,"가상의 미래 도시을 배경으로, 고향으로 돌아온 요리사가 가족이 숨겨온 오래된 약속의 의미를 알게 된다. 이 과정에서 가족의 의미을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","가상의 미래 도시을 배경으로, 고향으로 돌아온 요리사가 가족이 숨겨온 오래된 약속의 의미를 알게 된다. 이 과정에서 가족의 의미을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 미스터리 서울 공동체 탐정 인공지능"
100317,가을의 시간로 가는 길 317,"국경 근처의 작은 역을 배경으로, 택배 기사가 폐쇄 예정인 공간을 지키기 위한 계획을 세운다. 이 과정에서 상실과 회복을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 12, ""name"": ""애니메이션""}]","[{""id"": 114, ""name"": ""음악""}, {""id"": 107, ""name"": ""바다""}, {""id"": 122, ""name"": ""공동체""}, {""id"": 116, ""name"": ""학교""}]",ko,2016-07-10,5.8,7372,39.296,91,False,False,"['범죄', '애니메이션']","['음악', '바다', '공동체', '학교']",범죄 애니메이션,음악 바다 공동체 학교,2016,"국경 근처의 작은 역을 배경으로, 택배 기사가 폐쇄 예정인 공간을 지키기 위한 계획을 세운다. 이 과정에서 상실과 회복을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","국경 근처의 작은 역을 배경으로, 택배 기사가 폐쇄 예정인 공간을 지키기 위한 계획을 세운다. 이 과정에서 상실과 회복을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 애니메이션 음악 바다 공동체 학교"
100318,푸른 학교과 우리 318,"부산항 인근을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 4, ""name"": ""스릴러""}]","[{""id"": 104, ""name"": ""미스터리""}, {""id"": 106, ""name"": ""서울""}, {""id"": 121, ""name"": ""가짜뉴스""}, {""id"": 123, ""name"": ""역사""}]",ko,2016-08-29,7.4,7509,37.293,104,False,False,"['애니메이션', '스릴러']","['미스터리', '서울', '가짜뉴스', '역사']",애니메이션 스릴러,미스터리 서울 가짜뉴스 역사,2016,"부산항 인근을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","부산항 인근을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 스릴러 미스터리 서울 가짜뉴스 역사"
